,index,id_usuario,tipo_usuario,sistema_usuario,id_contenido,duracion_contenido,tipo_contenido,numero_sesion,recomendaciones_vistas,minutos_sesion,sistema_sesion,recomendaciones_totales,fecha_sesion,avg_valoracion,duracion_prom_sesion,porcentaje_finalizado,avg_sesiones_semana,click_rate
577,577,770,admin,Recomendeitor,"[137, 118]",2160,['documentary'],24,2,1296,['Recomendeitor_Plus'],4,"[datetime.date(2022, 9, 11), datetime.date(2021, 12, 29)]",3.20,54.0,60.0,1.0,0.5
578,578,771,consumer,Recomendeitor_Plus,"[123, 109]",254,"['short', 'series']",4,2,254,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 7, 28), datetime.date(2022, 2, 8)]",3.15,63.5,100.0,1.0,1.0
579,579,772,content_creator,Recomendeitor_Plus,"[130, 182, 106]",1110,"['live', 'movie']",9,3,939,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 8, 14), datetime.date(2022, 6, 7), datetime.date(2021, 12, 10)]",3.07,104.33,84.59,1.0,1.0
580,580,773,content_creator,Recomendeitor,[199],504,['movie'],8,1,1264,['Recomendeitor'],4,"[datetime.date(2021, 1, 6)]",3.90,158.0,250.79,1.0,0.25
581,581,774,consumer,Recomendeitor_Plus,[125],1956,['movie'],12,1,780,['Recomendeitor_Plus'],3,"[datetime.date(2021, 5, 15)]",2.20,65.0,39.88,1.0,0.33
582,582,777,consumer,Recomendeitor_Plus,[197],164,['live'],2,1,192,['Recomendeitor_Plus'],1,"[datetime.date(2021, 4, 28)]",3.50,96.0,117.07,1.0,1.0
583,583,778,admin,Recomendeitor_Plus,"[65, 125, 127]",1684,"['short', 'series', 'movie']",12,3,936,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 2, 9), datetime.date(2021, 2, 15), datetime.date(2022, 12, 5)]",2.67,78.0,55.58,1.0,0.75
584,584,779,moderator,Recomendeitor_Plus,"[58, 52, 29]",1100,"['live', 'series', 'movie']",15,3,1535,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 1, 25), datetime.date(2021, 10, 15), datetime.date(2022, 11, 26)]",3.17,102.33,139.55,1.0,3.0
585,585,780,admin,Recomendeitor_Plus,"[122, 27, 189]",1185,"['short', 'series']",15,3,1185,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 6, 29), datetime.date(2021, 6, 21), datetime.date(2022, 3, 16)]",3.03,79.0,100.0,1.0,0.6
586,586,781,moderator,Recomendeitor,"[99, 69, 78, 145, 191]",700,"['short', 'live', 'movie']",5,5,303,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 7, 5), datetime.date(2022, 7, 8), datetime.date(2022, 9, 15), datetime.date(2021, 11, 19), datetime.date(2021, 4, 5)]",3.50,60.6,43.29,1.0,5.0
587,587,782,moderator,Recomendeitor,"[54, 14]",2904,"['documentary', 'movie']",24,2,2652,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 10, 17), datetime.date(2021, 3, 20)]",4.20,110.5,91.32,1.0,0.67
588,588,783,moderator,Recomendeitor_Plus,"[35, 13, 148, 120, 154, 29]",9212,"['short', 'documentary', 'live', 'movie']",84,6,6034,"['Recomendeitor_Plus', 'Recomendeitor']",7,"[datetime.date(2021, 7, 18), datetime.date(2022, 6, 9), datetime.date(2022, 12, 24), datetime.date(2021, 3, 3), datetime.date(2022, 3, 1), datetime.date(2022, 1, 22)]",2.95,71.83,65.5,1.0,0.86
589,589,784,content_creator,Recomendeitor,"[117, 103]",2048,"['short', 'series']",16,2,1528,['Recomendeitor_Plus'],2,"[datetime.date(2021, 11, 10), datetime.date(2021, 7, 26)]",3.05,95.5,74.61,1.0,1.0
590,590,785,admin,Recomendeitor,"[34, 98, 102, 42, 149, 185]",4167,"['documentary', 'live', 'movie']",54,6,4518,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 8, 10), datetime.date(2021, 1, 21), datetime.date(2021, 7, 11), datetime.date(2021, 10, 7), datetime.date(2021, 9, 16), datetime.date(2021, 5, 25)]",2.70,83.67,108.42,1.0,2.0
591,591,787,consumer,Recomendeitor,"[17, 101, 198]",6300,"['short', 'movie']",60,3,1640,['Recomendeitor_Plus'],4,"[datetime.date(2022, 7, 15), datetime.date(2022, 6, 13), datetime.date(2021, 1, 13)]",2.53,27.33,26.03,1.0,0.75
592,592,788,content_creator,Recomendeitor_Plus,"[70, 30, 191]",3192,"['short', 'series', 'movie']",24,3,1572,['Recomendeitor_Plus'],3,"[datetime.date(2022, 9, 11), datetime.date(2022, 3, 22), datetime.date(2021, 11, 7), datetime.date(2022, 6, 23)]",2.77,65.5,49.25,1.0,1.0
593,593,790,moderator,Recomendeitor_Plus,"[129, 198, 168, 110, 117]",4896,"['short', 'documentary', 'series']",60,5,2940,"['Recomendeitor_Plus', 'Recomendeitor']",6,"[datetime.date(2022, 11, 30), datetime.date(2021, 2, 18), datetime.date(2022, 5, 12), datetime.date(2021, 2, 27), datetime.date(2021, 1, 10)]",3.52,49.0,60.05,1.0,0.83
594,594,792,admin,Recomendeitor,"[2, 154, 99]",8184,"['short', 'documentary', 'live']",72,3,7152,"['Recomendeitor_Plus', 'Recomendeitor']",6,"[datetime.date(2021, 4, 24), datetime.date(2022, 10, 20), datetime.date(2021, 12, 4)]",2.70,99.33,87.39,1.0,0.5
595,595,793,admin,Recomendeitor,"[74, 167]",3588,"['short', 'movie']",24,2,2112,['Recomendeitor'],2,"[datetime.date(2022, 4, 8), datetime.date(2021, 7, 8)]",3.50,88.0,58.86,1.0,1.0
596,596,794,content_creator,Recomendeitor,"[136, 110, 61, 46]",6120,"['series', 'documentary', 'live']",60,4,3735,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 1, 17), datetime.date(2022, 10, 31), datetime.date(2022, 1, 25), datetime.date(2021, 12, 8)]",3.60,62.25,61.03,1.0,0.8
597,597,797,moderator,Recomendeitor,"[139, 69]",5700,['live'],40,2,1340,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 7, 1), datetime.date(2022, 2, 18)]",3.45,33.5,23.51,1.0,0.4
598,598,798,content_creator,Recomendeitor_Plus,"[33, 162]",578,"['documentary', 'series']",4,2,476,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 4, 30), datetime.date(2021, 12, 13)]",4.25,119.0,82.35,1.0,1.0
599,599,799,consumer,Recomendeitor_Plus,"[48, 90, 59, 143]",1332,"['short', 'series']",16,4,1236,['Recomendeitor_Plus'],2,"[datetime.date(2021, 3, 1), datetime.date(2022, 2, 3), datetime.date(2021, 3, 17), datetime.date(2022, 6, 11)]",2.50,77.25,92.79,1.0,2.0
600,600,800,content_creator,Recomendeitor,"[64, 26, 116, 192]",1276,"['short', 'live', 'series', 'documentary']",16,4,1656,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 8, 27), datetime.date(2022, 11, 13), datetime.date(2021, 11, 8), datetime.date(2021, 9, 29)]",3.40,103.5,129.78,1.0,2.0
601,601,802,content_creator,Recomendeitor,"[177, 18, 54]",302,['documentary'],6,3,480,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 7, 3), datetime.date(2021, 9, 30), datetime.date(2021, 9, 16)]",3.67,80.0,158.94,1.0,3.0
602,602,804,moderator,Recomendeitor,"[164, 70, 72, 150, 94, 127]",6720,"['short', 'documentary', 'series', 'movie']",60,6,5760,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 12, 1), datetime.date(2022, 1, 3), datetime.date(2022, 10, 29), datetime.date(2022, 2, 5), datetime.date(2021, 5, 28), datetime.date(2022, 10, 16)]",2.83,96.0,85.71,1.0,3.0
603,603,805,consumer,Recomendeitor_Plus,"[88, 10, 123]",480,"['short', 'live']",9,3,900,['Recomendeitor'],3,"[datetime.date(2021, 4, 4), datetime.date(2022, 10, 9), datetime.date(2021, 4, 29)]",1.57,100.0,187.5,1.0,1.0
604,604,806,content_creator,Recomendeitor_Plus,"[93, 181]",267,['series'],6,2,297,['Recomendeitor'],3,"[datetime.date(2021, 8, 11), datetime.date(2022, 12, 7)]",2.05,49.5,111.24,1.0,0.67
605,605,807,content_creator,Recomendeitor,"[9, 82, 4, 191]",1032,"['short', 'live', 'series', 'movie']",8,4,920,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 4, 19), datetime.date(2021, 5, 13), datetime.date(2022, 4, 9), datetime.date(2021, 8, 9)]",2.68,115.0,89.15,1.0,2.0
606,606,808,content_creator,Recomendeitor,"[65, 71, 11, 108, 76]",4950,"['short', 'live', 'movie']",75,5,6870,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 11, 6), datetime.date(2021, 3, 26), datetime.date(2021, 1, 16), datetime.date(2022, 8, 13), datetime.date(2022, 5, 11)]",3.38,91.6,138.79,1.0,1.67
607,607,810,admin,Recomendeitor,"[112, 91, 100, 94]",1335,"['documentary', 'series', 'movie']",20,4,1760,['Recomendeitor'],5,"[datetime.date(2021, 7, 25), datetime.date(2021, 5, 11), datetime.date(2022, 6, 7), datetime.date(2022, 2, 7)]",2.55,88.0,131.84,1.0,0.8
608,608,811,consumer,Recomendeitor_Plus,"[97, 18, 101]",1326,"['documentary', 'series', 'movie']",18,3,1794,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 2, 22), datetime.date(2022, 1, 24), datetime.date(2022, 6, 19)]",3.10,99.67,135.29,1.0,1.0
609,609,813,admin,Recomendeitor,"[159, 36, 111]",248,"['short', 'documentary', 'live']",3,3,403,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 10, 2), datetime.date(2022, 7, 29), datetime.date(2022, 6, 22)]",4.37,134.33,162.5,1.0,3.0
610,610,814,consumer,Recomendeitor_Plus,"[161, 138, 166]",3240,"['short', 'series', 'movie']",24,3,1072,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 7, 14), datetime.date(2021, 2, 13), datetime.date(2021, 10, 19)]",4.05,44.67,33.09,1.0,0.75
611,611,817,admin,Recomendeitor_Plus,"[65, 27, 118, 47]",390,"['short', 'documentary', 'series', 'movie']",4,4,394,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 7, 6), datetime.date(2022, 2, 14), datetime.date(2022, 3, 13), datetime.date(2021, 7, 19)]",2.38,98.5,101.03,1.0,4.0
612,612,819,content_creator,Recomendeitor,[180],330,['live'],3,1,501,['Recomendeitor'],3,"[datetime.date(2022, 6, 12)]",2.20,167.0,151.82,1.0,0.33
613,613,820,moderator,Recomendeitor,"[184, 113]",142,['documentary'],4,2,496,['Recomendeitor'],2,"[datetime.date(2021, 12, 7), datetime.date(2021, 8, 2)]",3.80,124.0,349.3,1.0,1.0
614,614,821,admin,Recomendeitor,"[104, 74]",2480,"['short', 'movie']",20,2,2710,['Recomendeitor_Plus'],5,"[datetime.date(2021, 1, 3), datetime.date(2022, 10, 3)]",3.85,135.5,109.27,1.0,0.4
615,615,822,consumer,Recomendeitor_Plus,"[118, 79, 54, 71]",846,"['documentary', 'live']",12,4,762,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 9, 6), datetime.date(2021, 1, 15), datetime.date(2021, 11, 5), datetime.date(2022, 6, 23)]",3.48,63.5,90.07,1.0,1.33
616,616,823,admin,Recomendeitor_Plus,[93],128,['series'],4,1,712,['Recomendeitor'],4,"[datetime.date(2022, 10, 25)]",1.90,178.0,556.25,1.0,0.25
617,617,825,moderator,Recomendeitor_Plus,"[35, 69, 138, 10, 17, 18, 62]",5168,"['live', 'movie', 'documentary', 'short', 'series']",56,7,7208,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 8, 25), datetime.date(2022, 4, 3), datetime.date(2021, 12, 28), datetime.date(2022, 5, 22), datetime.date(2021, 12, 15), datetime.date(2022, 10, 18), datetime.date(2022, 3, 7)]",2.71,128.71,139.47,1.0,3.5
618,618,827,admin,Recomendeitor,"[26, 146, 115, 111]",1302,"['documentary', 'live']",12,4,840,['Recomendeitor'],3,"[datetime.date(2021, 5, 1), datetime.date(2022, 6, 21), datetime.date(2021, 3, 17), datetime.date(2022, 8, 8)]",3.75,70.0,64.52,1.0,1.33
619,619,828,admin,Recomendeitor,"[72, 106, 78]",3360,"['short', 'live', 'movie']",30,3,1730,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 12, 10), datetime.date(2022, 3, 7), datetime.date(2022, 8, 21)]",3.50,57.67,51.49,1.0,0.6
620,620,829,content_creator,Recomendeitor,[59],75,['series'],1,1,2,['Recomendeitor'],1,"[datetime.date(2021, 10, 25)]",3.00,2.0,2.67,1.0,1.0
621,621,830,admin,Recomendeitor,"[163, 49, 22, 23, 159]",4527,"['short', 'series', 'movie']",45,5,4977,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 2, 12), datetime.date(2022, 5, 12), datetime.date(2021, 10, 9), datetime.date(2022, 12, 5), datetime.date(2021, 3, 2)]",3.08,110.6,109.94,1.0,1.67
622,622,831,content_creator,Recomendeitor,"[104, 33, 66]",2976,"['short', 'series', 'movie']",24,3,1896,['Recomendeitor'],2,"[datetime.date(2022, 1, 5), datetime.date(2022, 6, 19), datetime.date(2021, 7, 12)]",2.93,79.0,63.71,1.0,1.5
623,623,832,content_creator,Recomendeitor_Plus,"[1, 52, 158]",2280,"['short', 'live', 'series']",24,3,1944,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 5, 1), datetime.date(2021, 9, 11), datetime.date(2022, 8, 21)]",1.50,81.0,85.26,1.0,0.75
624,624,835,moderator,Recomendeitor,"[139, 142]",2868,['live'],24,2,1812,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 6, 25), datetime.date(2021, 8, 20)]",4.05,75.5,63.18,1.0,0.67
625,625,836,admin,Recomendeitor_Plus,"[45, 116, 101]",6660,"['short', 'movie']",60,3,1660,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 7, 26), datetime.date(2022, 12, 9), datetime.date(2022, 5, 20)]",3.57,27.67,24.92,1.0,0.6
626,626,837,admin,Recomendeitor_Plus,"[192, 132, 63]",3564,"['short', 'documentary', 'movie']",36,3,3672,['Recomendeitor_Plus'],4,"[datetime.date(2022, 9, 5), datetime.date(2021, 10, 13), datetime.date(2021, 4, 26)]",2.73,102.0,103.03,1.0,0.75
627,627,839,consumer,Recomendeitor_Plus,"[8, 185]",858,"['documentary', 'live']",6,2,864,['Recomendeitor_Plus'],3,"[datetime.date(2021, 1, 6), datetime.date(2022, 5, 30)]",3.20,144.0,100.7,1.0,0.67
628,628,843,content_creator,Recomendeitor,"[92, 158, 52]",897,"['short', 'series']",9,3,453,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 12, 31), datetime.date(2021, 6, 22), datetime.date(2021, 5, 15)]",1.90,50.33,50.5,1.0,1.0
629,629,844,admin,Recomendeitor,"[103, 10, 22, 123, 157]",4760,"['short', 'documentary', 'series', 'movie']",40,5,5136,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 4, 17), datetime.date(2022, 4, 10), datetime.date(2021, 3, 27), datetime.date(2021, 11, 5), datetime.date(2021, 4, 15)]",2.08,128.4,107.9,1.0,1.25
630,630,845,consumer,Recomendeitor_Plus,"[96, 33, 5, 118]",1364,"['short', 'documentary', 'series', 'movie']",16,4,1820,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 7, 5), datetime.date(2021, 11, 14), datetime.date(2021, 2, 10), datetime.date(2021, 6, 30)]",3.42,113.75,133.43,1.0,1.0
631,631,846,admin,Recomendeitor,"[33, 7, 173, 175]",736,"['short', 'series']",8,4,1136,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 10, 22), datetime.date(2021, 7, 7), datetime.date(2021, 8, 13), datetime.date(2022, 3, 15)]",2.70,142.0,154.35,1.0,4.0
632,632,847,content_creator,Recomendeitor_Plus,[52],1720,['series'],40,1,1720,['Recomendeitor_Plus'],8,"[datetime.date(2022, 3, 29)]",2.40,43.0,100.0,1.0,0.12
633,633,849,content_creator,Recomendeitor,"[66, 34, 4, 200, 40, 145, 115]",1782,"['series', 'documentary', 'live', 'movie']",16,7,1698,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 2, 12), datetime.date(2022, 6, 7), datetime.date(2021, 12, 27), datetime.date(2022, 2, 13), datetime.date(2021, 4, 16), datetime.date(2021, 9, 16), datetime.date(2022, 9, 12), datetime.date(2022, 1, 9)]",1.88,106.12,95.29,1.1428571428571428,3.5
634,634,850,consumer,Recomendeitor,"[99, 101, 139, 84, 183]",2520,"['short', 'documentary', 'live', 'movie']",25,5,2805,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 3, 15), datetime.date(2021, 6, 14), datetime.date(2021, 2, 3), datetime.date(2021, 6, 8), datetime.date(2022, 12, 15)]",3.68,112.2,111.31,1.0,1.0
635,635,851,moderator,Recomendeitor,"[82, 19, 140]",1272,"['series', 'documentary', 'live']",9,3,810,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 11, 22), datetime.date(2021, 3, 5), datetime.date(2021, 8, 22)]",3.53,90.0,63.68,1.0,1.0
636,636,853,admin,Recomendeitor_Plus,"[98, 59, 69, 157]",8200,"['series', 'documentary', 'live']",80,4,4960,['Recomendeitor'],5,"[datetime.date(2021, 9, 23), datetime.date(2021, 6, 25), datetime.date(2022, 5, 26), datetime.date(2022, 1, 2)]",3.07,62.0,60.49,1.0,0.8
637,637,854,moderator,Recomendeitor_Plus,[137],730,['documentary'],10,1,320,['Recomendeitor'],5,"[datetime.date(2021, 12, 21)]",4.70,32.0,43.84,1.0,0.2
638,638,855,admin,Recomendeitor_Plus,"[132, 106, 141, 24, 56, 125]",4062,"['short', 'series', 'live', 'movie']",36,6,1980,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 1, 23), datetime.date(2022, 8, 25), datetime.date(2021, 2, 16), datetime.date(2022, 4, 16), datetime.date(2021, 12, 13), datetime.date(2021, 3, 5)]",2.90,55.0,48.74,1.0,2.0
639,639,856,consumer,Recomendeitor,"[160, 17, 179, 22]",2304,"['short', 'documentary', 'movie']",24,4,1656,['Recomendeitor_Plus'],2,"[datetime.date(2022, 9, 11), datetime.date(2022, 4, 5), datetime.date(2022, 4, 18), datetime.date(2021, 4, 13)]",1.92,69.0,71.88,1.0,2.0
640,640,857,admin,Recomendeitor,"[11, 173]",426,"['short', 'series']",6,2,501,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 8, 9), datetime.date(2021, 4, 17)]",2.20,83.5,117.61,1.0,0.67
641,641,858,content_creator,Recomendeitor_Plus,"[194, 170, 75, 44, 11, 46, 112, 180]",7008,"['live', 'movie', 'documentary', 'short', 'series']",96,8,5724,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 8, 10), datetime.date(2021, 3, 26), datetime.date(2021, 9, 29), datetime.date(2022, 9, 19), datetime.date(2021, 5, 6), datetime.date(2022, 3, 13), datetime.date(2021, 8, 4), datetime.date(2021, 5, 27)]",2.86,59.62,81.68,1.0,2.67
642,642,859,moderator,Recomendeitor,"[74, 131, 180]",1788,"['short', 'live', 'movie']",18,3,1764,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 6, 18), datetime.date(2021, 2, 16), datetime.date(2021, 4, 30)]",2.83,98.0,98.66,1.0,1.0
643,643,860,consumer,Recomendeitor,"[80, 163]",320,['short'],8,2,260,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 10, 22), datetime.date(2021, 1, 28)]",2.45,32.5,81.25,1.0,1.0
644,644,861,moderator,Recomendeitor_Plus,"[77, 141]",332,"['live', 'movie']",4,2,396,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 12, 25), datetime.date(2021, 2, 14)]",1.85,99.0,119.28,1.0,2.0
645,645,862,consumer,Recomendeitor,"[59, 151]",270,"['short', 'series']",4,2,300,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 12, 12), datetime.date(2021, 12, 15)]",3.90,75.0,111.11,1.0,2.0
646,646,864,moderator,Recomendeitor,"[91, 173, 18, 187, 188]",7152,"['live', 'documentary', 'series']",80,5,5936,"['Recomendeitor_Plus', 'Recomendeitor']",7,"[datetime.date(2022, 12, 28), datetime.date(2021, 7, 9), datetime.date(2021, 8, 5), datetime.date(2022, 12, 7), datetime.date(2021, 8, 15)]",3.24,74.2,83.0,1.0,0.71
647,647,865,admin,Recomendeitor_Plus,"[153, 29]",1952,"['live', 'movie']",16,2,2112,['Recomendeitor_Plus'],4,"[datetime.date(2022, 3, 21), datetime.date(2021, 6, 10)]",3.35,132.0,108.2,1.0,0.5
648,648,867,moderator,Recomendeitor,[1],456,['live'],6,1,102,['Recomendeitor_Plus'],2,"[datetime.date(2021, 12, 15)]",1.00,17.0,22.37,1.0,0.5
649,649,868,admin,Recomendeitor_Plus,"[176, 52, 54]",2620,"['short', 'documentary', 'series']",30,3,3350,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 4, 27), datetime.date(2021, 12, 11), datetime.date(2022, 3, 26)]",3.27,111.67,127.86,1.0,1.5
650,650,869,moderator,Recomendeitor,"[25, 97, 15]",2176,"['short', 'series']",48,3,2320,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 11, 12), datetime.date(2021, 9, 10), datetime.date(2022, 5, 30)]",2.70,48.33,106.62,1.0,0.75
651,651,870,moderator,Recomendeitor,"[185, 78, 25]",2240,"['short', 'live']",24,3,3080,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 9, 7), datetime.date(2021, 5, 19), datetime.date(2021, 6, 10)]",3.73,128.33,137.5,1.0,1.5
652,652,871,moderator,Recomendeitor_Plus,"[193, 34, 198, 170, 17]",2334,"['short', 'documentary', 'movie']",30,5,2028,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 6, 9), datetime.date(2021, 6, 22), datetime.date(2021, 5, 25), datetime.date(2022, 8, 28), datetime.date(2021, 4, 5)]",2.62,67.6,86.89,1.0,1.67
653,653,872,consumer,Recomendeitor,"[38, 187, 152, 88, 120]",1844,"['short', 'series', 'live', 'movie']",20,5,1852,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 4, 8), datetime.date(2021, 4, 16), datetime.date(2021, 11, 14), datetime.date(2021, 2, 22), datetime.date(2021, 3, 4)]",2.50,92.6,100.43,1.0,2.5
654,654,873,admin,Recomendeitor_Plus,[76],384,['movie'],6,1,954,['Recomendeitor'],3,"[datetime.date(2022, 7, 25)]",3.60,159.0,248.44,1.0,0.33
655,655,875,consumer,Recomendeitor,"[51, 91, 118]",1788,"['short', 'documentary', 'series']",18,3,1638,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 8, 23), datetime.date(2021, 3, 6), datetime.date(2022, 4, 30)]",2.00,91.0,91.61,1.0,1.0
656,656,876,consumer,Recomendeitor,"[33, 51]",879,"['short', 'series']",6,2,387,['Recomendeitor'],1,"[datetime.date(2022, 7, 1), datetime.date(2022, 2, 19)]",2.85,64.5,44.03,1.0,2.0
657,657,877,consumer,Recomendeitor,"[176, 105, 69]",662,"['short', 'live', 'series']",6,3,630,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 4, 27), datetime.date(2022, 7, 13), datetime.date(2021, 11, 19)]",3.30,105.0,95.17,1.0,3.0
658,658,878,content_creator,Recomendeitor_Plus,"[162, 175]",1920,"['short', 'documentary']",16,2,80,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 2, 22), datetime.date(2021, 10, 28)]",4.05,5.0,4.17,1.0,1.0
659,659,879,admin,Recomendeitor,"[168, 133, 103]",3008,"['documentary', 'series', 'movie']",24,3,2704,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 11, 22), datetime.date(2021, 10, 11), datetime.date(2022, 12, 27)]",3.83,112.67,89.89,1.0,1.5
660,660,880,admin,Recomendeitor_Plus,"[154, 3]",2412,"['documentary', 'live']",18,2,1566,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 4, 12), datetime.date(2021, 4, 11)]",3.20,87.0,64.93,1.0,0.67
661,661,883,moderator,Recomendeitor,"[131, 52]",306,"['short', 'series']",6,2,639,['Recomendeitor_Plus'],1,"[datetime.date(2021, 3, 24), datetime.date(2022, 10, 14)]",2.45,106.5,208.82,1.0,2.0
662,662,884,moderator,Recomendeitor,"[198, 14, 115, 121, 90, 94]",738,"['short', 'live', 'movie']",7,6,774,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 7, 21), datetime.date(2021, 11, 13), datetime.date(2021, 5, 5), datetime.date(2022, 9, 17), datetime.date(2022, 6, 16), datetime.date(2022, 11, 22), datetime.date(2021, 8, 21)]",2.48,110.57,104.88,1.0,6.0
663,663,885,content_creator,Recomendeitor_Plus,"[191, 139, 76, 122, 31]",2935,"['short', 'live', 'movie']",25,5,2525,['Recomendeitor_Plus'],5,"[datetime.date(2021, 7, 28), datetime.date(2022, 4, 3), datetime.date(2021, 10, 7), datetime.date(2022, 6, 8), datetime.date(2022, 4, 16)]",3.14,101.0,86.03,1.0,1.0
664,664,886,moderator,Recomendeitor_Plus,"[64, 140, 101]",6060,"['series', 'movie']",45,3,5565,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 5, 4), datetime.date(2021, 10, 19), datetime.date(2021, 10, 18)]",3.55,123.67,91.83,1.5,0.6
665,665,887,content_creator,Recomendeitor_Plus,"[41, 10, 52, 54, 119, 190]",666,"['short', 'documentary', 'series']",12,6,1556,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 5, 7), datetime.date(2022, 8, 10), datetime.date(2021, 10, 13), datetime.date(2022, 1, 15), datetime.date(2021, 4, 11), datetime.date(2022, 9, 30)]",2.47,129.67,233.63,1.0,3.0
666,666,888,admin,Recomendeitor_Plus,[19],732,['documentary'],6,1,390,['Recomendeitor'],2,"[datetime.date(2022, 7, 15)]",5.00,65.0,53.28,1.0,0.5
667,667,889,moderator,Recomendeitor,"[160, 199, 138, 177, 178]",3160,"['series', 'documentary', 'live', 'movie']",40,5,2336,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 6, 12), datetime.date(2022, 12, 19), datetime.date(2022, 2, 13), datetime.date(2022, 3, 16), datetime.date(2021, 8, 20)]",2.94,58.4,73.92,1.0,2.5
668,668,891,consumer,Recomendeitor_Plus,"[67, 165, 102, 9, 116]",648,"['short', 'documentary', 'series']",10,5,914,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 6, 17), datetime.date(2021, 9, 14), datetime.date(2021, 11, 18), datetime.date(2021, 1, 28), datetime.date(2021, 10, 26)]",2.88,91.4,141.05,1.0,2.5
669,669,892,content_creator,Recomendeitor,"[46, 39]",448,"['short', 'series']",4,2,228,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 1, 14), datetime.date(2022, 1, 31)]",2.60,57.0,50.89,1.0,1.0
